城市,区域,板块,小区,户型,户型详情,租金,面积,单位租金,朝向,品牌,标题,链接,经度,纬度,坐标精度,距离_南山科技园,距离_深圳湾,距离_福田CBD,距离_坂田科技城,最近距离,最近就业区,最近距离(km),星巴克数量,麦当劳数量
深圳,南山区,科技园,科技园三十四区,三居,3室2厅1卫,6600.0,85.0,77.65,南,贝壳优选,整租·科技园三十四区 3室2厅 南,https://sz.lianjia.com/zufang/SZ2089740026454736896.html,113.892141,22.573929,小区,9101.0,15736.0,22098.0,30146.0,9101.0,南山科技园,9.101,2,4
深圳,福田区,华强北,城市绿洲花园,两居,2室2厅2卫,18800.0,112.0,167.86,南,链家/个人,整租·城市绿洲花园 2室2厅 南,https://sz.lianjia.com/zufang/SZ2089881069628162048.html,114.075654,22.542353,小区(模糊),15249.0,15486.0,4444.0,14456.0,4444.0,福田CBD,4.444,5,7
深圳,盐田区,沙头角,合景同创广场,三居,3室2厅2卫,5500.0,95.0,57.89,南,链家/个人,整租·合景同创广场 3室2厅 南,https://sz.lianjia.com/zufang/SZ2089900819276103680.html,114.252253,22.566853,小区,41383.0,34745.0,23897.0,29491.0,23897.0,福田CBD,23.897,0,0
深圳,龙岗区,布吉关,万科红三期,两居,2室1厅1卫,5500.0,67.75,81.18,北,链家,整租·万科红三期 2室1厅 北,https://sz.lianjia.com/zufang/SZ2089906901042069504.html,114.128804,22.597724,小区,24791.0,26410.0,15221.0,12765.0,12765.0,坂田科技城,12.765,1,4
深圳,福田区,梅林,辉煌时代大厦,两居,2室1厅2卫,7500.0,48.91,153.34,南,链家/个人,整租·辉煌时代大厦 2室1厅 南,https://sz.lianjia.com/zufang/SZ2089907405998522368.html,114.058349,22.570571,小区(模糊),13914.0,15533.0,7343.0,11721.0,7343.0,福田CBD,7.343,3,5
深圳,南山区,白石洲,沙河观景阁,一居,1室1厅1卫,5200.0,44.8,116.07,南,链家/个人,整租·沙河观景阁 1室1厅 南,https://sz.lianjia.com/zufang/SZ2089914014199971840.html,113.966931,22.543797,小区,2808.0,3862.0,12938.0,22422.0,2808.0,南山科技园,2.808,1,3
深圳,龙岗区,横岗,荣德SPACE,两居,2室2厅1卫,3700.0,69.2,53.47,西南,贝壳优选,整租·荣德SPACE 2室2厅 西南,https://sz.lianjia.com/zufang/SZ2089921478089768960.html,114.197218,22.642186,小区,33609.0,35519.0,24671.0,17962.0,17962.0,坂田科技城,17.962,1,3
深圳,罗湖区,洪湖,碧水园,三居,3室2厅1卫,6000.0,99.0,60.61,南,链家/个人,整租·碧水园 3室2厅 南,https://sz.lianjia.com/zufang/SZ2089922127103787008.html,114.121851,22.560435,小区(模糊),21560.0,22785.0,11937.0,15340.0,11937.0,福田CBD,11.937,3,4
深圳,龙华区,龙华中心,金碧世家,三居,3室2厅1卫,4600.0,78.42,58.66,南,链家/个人,整租·金碧世家 3室2厅 南,https://sz.lianjia.com/zufang/SZ2089923773816897536.html,114.025388,22.651745,小区,21284.0,22169.0,18680.0,5357.0,5357.0,坂田科技城,5.357,3,4
深圳,福田区,华强南,桐林公寓,两居,2室1厅1卫,4490.0,37.0,121.35,南,链家/个人,整租·桐林公寓 2室1厅 南,https://sz.lianjia.com/zufang/SZ2089924343717953536.html,114.078786,22.532307,小区,16927.0,14733.0,3889.0,16660.0,3889.0,福田CBD,3.889,1,3
深圳,龙华区,龙华中心,卓越和奕府,三居,3室2厅2卫,6800.0,97.0,70.1,南,贝壳优选,整租·卓越和奕府 3室2厅 南,https://sz.lianjia.com/zufang/SZ2089928511715278848.html,114.036842,22.642089,小区,18470.0,20074.0,17453.0,2993.0,2993.0,坂田科技城,2.993,3,1
深圳,龙岗区,布吉关,佳兆业大都汇,两居,2室1厅1卫,5800.0,75.0,77.33,南,链家,整租·佳兆业大都汇 2室1厅 南,https://sz.lianjia.com/zufang/SZ2089928570007715840.html,114.122639,22.601349,小区,23838.0,25457.0,14268.0,10376.0,10376.0,坂田科技城,10.376,1,6
深圳,龙岗区,龙岗中心城,恒大城市之光,一居,1室0厅1卫,2200.0,39.0,56.41,西北,链家/个人,整租·恒大城市之光 1室0厅 西北,https://sz.lianjia.com/zufang/SZ2089928829861625856.html,114.235907,22.697808,小区,42273.0,43877.0,35677.0,25025.0,25025.0,坂田科技城,25.025,0,2
深圳,宝安区,碧海,中信湾上六座,两居,2室2厅1卫,6300.0,70.0,90.0,东南,链家/个人,整租·中信湾上六座 2室2厅 东南,https://sz.lianjia.com/zufang/SZ2089931364664082432.html,113.855345,22.57013,小区(模糊),13901.0,19155.0,28232.0,38706.0,13901.0,南山科技园,13.901,3,4
深圳,罗湖区,翠竹,嘉湖新都,一居,1室1厅1卫,3500.0,32.0,109.38,东,链家/个人,整租·嘉湖新都 1室1厅 东,https://sz.lianjia.com/zufang/SZ2089932726722363392.html,114.124323,22.566205,小区,21718.0,23337.0,12148.0,15447.0,12148.0,福田CBD,12.148,6,5
深圳,福田区,皇岗,承翰湾尚国际,三居,3室2厅2卫,23000.0,119.0,193.28,东,链家/个人,整租·承翰湾尚国际 3室2厅 东,https://sz.lianjia.com/zufang/SZ2089935457352679424.html,114.063593,22.518056,小区,15337.0,13143.0,2439.0,17224.0,2439.0,福田CBD,2.439,4,3
深圳,福田区,福田中心,恒运豪庭,三居,3室2厅2卫,11500.0,106.0,108.49,南,链家/个人,整租·恒运豪庭 3室2厅 南,https://sz.lianjia.com/zufang/SZ2089936282011566080.html,114.066177,22.533176,小区(模糊),15604.0,13410.0,1936.0,15558.0,1936.0,福田CBD,1.936,8,8
深圳,南山区,西丽,天地峰景,三居,3室2厅2卫,9500.0,96.97,97.97,南 北,链家,整租·天地峰景 3室2厅 南/北,https://sz.lianjia.com/zufang/SZ2089936968317140992.html,113.930478,22.533191,小区,4166.0,6027.0,15098.0,27079.0,4166.0,南山科技园,4.166,5,5
深圳,龙华区,红山,莱蒙水榭云上家园,一居,1室1厅1卫,3800.0,40.0,95.0,东南,贝壳优选,整租·莱蒙水榭云上家园 1室1厅 东南,https://sz.lianjia.com/zufang/SZ2089937149364273152.html,114.012135,22.63061,小区,17658.0,18543.0,15054.0,6142.0,6142.0,坂田科技城,6.142,1,3
深圳,福田区,石厦,益田村,两居,2室1厅1卫,6000.0,61.0,98.36,南 北,链家,整租·益田村 2室1厅 南/北,https://sz.lianjia.com/zufang/SZ2089945584478715904.html,114.051015,22.514482,小区(模糊),14994.0,12800.0,2120.0,18490.0,2120.0,福田CBD,2.12,3,6
深圳,宝安区,新安,福城·前海新纪元,两居,2室1厅1卫,5100.0,58.0,87.93,西南,链家/个人,整租·福城·前海新纪元 2室1厅 西南,https://sz.lianjia.com/zufang/SZ2089952537552617472.html,113.886106,22.546176,小区,9083.0,11898.0,20969.0,29851.0,9083.0,南山科技园,9.083,6,5
深圳,福田区,石厦,南方国际广场,两居,2室1厅1卫,6800.0,84.13,80.83,南,链家/个人,整租·南方国际广场 2室1厅 南,https://sz.lianjia.com/zufang/SZ2089952767035572224.html,114.055561,22.526685,小区,14920.0,12726.0,480.0,18497.0,480.0,福田CBD,0.48,8,5
深圳,福田区,上下沙,中洲湾中洲滨海商业中心,一居,1室1厅1卫,5800.0,38.0,152.63,南,链家,整租·中洲湾中洲滨海商业中心 1室1厅 南,https://sz.lianjia.com/zufang/SZ2089954039834869760.html,114.027902,22.528657,小区,13666.0,10781.0,3202.0,20164.0,3202.0,福田CBD,3.202,7,4
深圳,宝安区,宝安中心,西城雅筑,三居,3室2厅1卫,7500.0,78.8,95.18,西南,链家,整租·西城雅筑 3室2厅 西南,https://sz.lianjia.com/zufang/SZ2089954538155933696.html,113.883831,22.554986,小区,9241.0,12368.0,21439.0,30009.0,9241.0,南山科技园,9.241,5,6
深圳,宝安区,宝安中心,鸿荣源·壹方中心·玖誉,三居,3室2厅2卫,18000.0,129.0,139.53,东南,链家/个人,整租·鸿荣源·壹方中心·玖誉 3室2厅 东南,https://sz.lianjia.com/zufang/SZ2089956473760120832.html,113.88767,22.552148,小区,8692.0,11800.0,20871.0,29460.0,8692.0,南山科技园,8.692,6,5
深圳,福田区,香蜜湖,豪峰园,两居,2室1厅1卫,9200.0,92.0,100.0,南,链家,整租·豪峰园 2室1厅 南,https://sz.lianjia.com/zufang/SZ2089959360389185536.html,114.022542,22.55359,小区(模糊),10100.0,12114.0,6057.0,16598.0,6057.0,福田CBD,6.057,0,0
深圳,龙岗区,坂田,润创兴时代公寓,两居,2室1厅1卫,4500.0,50.0,90.0,南,链家/个人,整租·润创兴时代公寓 2室1厅 南,https://sz.lianjia.com/zufang/SZ2089960628209844224.html,114.058106,22.628454,小区,21792.0,23396.0,14824.0,1658.0,1658.0,坂田科技城,1.658,2,3
深圳,龙岗区,龙岗中心城,和昌拾里花都,一居,1室1厅1卫,2000.0,28.0,71.43,南,链家/个人,整租·和昌拾里花都 1室1厅 南,https://sz.lianjia.com/zufang/SZ2089962066080169984.html,114.257488,22.71892,小区,44105.0,45709.0,37509.0,26857.0,26857.0,坂田科技城,26.857,1,3
深圳,南山区,南头,南景苑,三居,3室2厅2卫,9000.0,101.0,89.11,南,链家/个人,整租·南景苑 3室2厅 南,https://sz.lianjia.com/zufang/SZ2089965488460267520.html,114.145202,22.613539,小区(模糊),27099.0,31135.0,20287.0,12020.0,12020.0,坂田科技城,12.02,2,4
深圳,龙岗区,龙岗中心城,恒大城市之光,一居,1室1厅1卫,2600.0,38.0,68.42,东南,链家/个人,整租·恒大城市之光 1室1厅 东南,https://sz.lianjia.com/zufang/SZ2089967923975159808.html,114.235907,22.697808,小区,42273.0,43877.0,35677.0,25025.0,25025.0,坂田科技城,25.025,0,2
深圳,福田区,梅林,绿景虹湾,两居,2室1厅1卫,7500.0,57.0,131.58,东南,链家/个人,整租·绿景虹湾 2室1厅 东南,https://sz.lianjia.com/zufang/SZ2089968553242394624.html,114.040226,22.561213,小区,11422.0,13041.0,5593.0,15101.0,5593.0,福田CBD,5.593,4,3
深圳,光明区,光明,汇银绿城桂语兰庭,三居,3室1厅2卫,4500.0,89.0,50.56,西南,链家/个人,整租·汇银绿城桂语兰庭 3室1厅 西南,https://sz.lianjia.com/zufang/SZ2089970900840480768.html,113.942213,22.766978,小区,34421.0,39603.0,36292.0,26130.0,26130.0,坂田科技城,26.13,0,1
深圳,福田区,皇岗,深荣大厦,一居,1室1厅1卫,4200.0,48.0,87.5,南,链家/个人,整租·深荣大厦 1室1厅 南,https://sz.lianjia.com/zufang/SZ2089971870194466816.html,114.067164,22.518323,小区,17050.0,14856.0,2410.0,16774.0,2410.0,福田CBD,2.41,3,3
深圳,盐田区,沙头角,倚山花园二期,三居,3室2厅2卫,8000.0,136.85,58.46,东南,链家,整租·倚山花园二期 3室2厅 东南,https://sz.lianjia.com/zufang/SZ2089977650331254784.html,114.236987,22.56,小区,36470.0,34276.0,23428.0,30474.0,23428.0,福田CBD,23.428,2,3
深圳,南山区,南头,苏豪名厦,一居,1室1厅1卫,4500.0,52.0,86.54,东,链家/个人,整租·苏豪名厦 1室1厅 东,https://sz.lianjia.com/zufang/SZ2089988433761009664.html,113.919528,22.533009,小区,5005.0,7138.0,16209.0,30128.0,5005.0,南山科技园,5.005,3,6
深圳,罗湖区,翠竹,水贝珠宝园,两居,2室1厅1卫,4000.0,61.86,64.66,东,链家/个人,整租·水贝珠宝园 2室1厅 东,https://sz.lianjia.com/zufang/SZ2089988698002161664.html,114.12564,22.571911,小区,21582.0,26599.0,15751.0,15311.0,15311.0,坂田科技城,15.311,4,5
深圳,福田区,福田中心,岗厦天元花园,三居,3室2厅2卫,26000.0,139.0,187.05,西,链家/个人,整租·岗厦天元花园 3室2厅 西,https://sz.lianjia.com/zufang/SZ2089990440106328064.html,114.06819,22.534854,小区,16805.0,14611.0,3767.0,15391.0,3767.0,福田CBD,3.767,7,8
深圳,罗湖区,黄贝岭,新天地名居,一居,1室1厅1卫,4600.0,38.44,119.67,东北,链家,整租·新天地名居 1室1厅 东北,https://sz.lianjia.com/zufang/SZ2089998710913105920.html,114.131611,22.548309,行政区,23813.0,21019.0,10171.0,15950.0,10171.0,福田CBD,10.171,4,9
深圳,南山区,前海,泛海城市广场,两居,2室2厅1卫,6200.0,59.0,105.08,东南,链家/个人,整租·泛海城市广场 2室2厅 东南,https://sz.lianjia.com/zufang/SZ2089999243212226560.html,113.892693,22.494038,小区,11462.0,11218.0,20295.0,34360.0,11218.0,深圳湾,11.218,2,1
深圳,龙华区,梅林关,滢水山庄二区,三居,3室2厅1卫,4800.0,84.0,57.14,北,链家/个人,整租·滢水山庄二区 3室2厅 北,https://sz.lianjia.com/zufang/SZ2090000282405568512.html,114.053393,22.600228,小区,18188.0,19792.0,11220.0,7361.0,7361.0,坂田科技城,7.361,4,3
深圳,宝安区,翻身,金成名苑,三居,3室1厅1卫,5800.0,90.36,64.19,东南,链家,整租·金成名苑 3室1厅 东南,https://sz.lianjia.com/zufang/SZ2090005499658371072.html,113.888527,22.562558,小区(模糊),9652.0,16287.0,22649.0,30697.0,9652.0,南山科技园,9.652,3,2
深圳,宝安区,碧海,幸福港湾,三居,3室1厅1卫,6700.0,88.9,75.37,东北,链家/个人,整租·幸福港湾 3室1厅 东北,https://sz.lianjia.com/zufang/SZ2090005917411049472.html,113.856936,22.566991,小区,19491.0,17868.0,26945.0,39803.0,17868.0,深圳湾,17.868,4,3
深圳,光明区,光明,新地中央花园,一居,1室0厅1卫,2200.0,31.0,70.97,西南,链家/个人,整租·新地中央花园 1室0厅 西南,https://sz.lianjia.com/zufang/SZ2090010738180489216.html,113.943091,22.760333,小区,32442.0,37624.0,34504.0,24342.0,24342.0,坂田科技城,24.342,0,2
深圳,龙岗区,龙岗中心城,名居广场,一居,1室0厅1卫,2000.0,32.0,62.5,东南,链家/个人,整租·名居广场 1室0厅 东南,https://sz.lianjia.com/zufang/SZ2090012628372946944.html,114.233317,22.698841,小区,40796.0,42400.0,34200.0,23548.0,23548.0,坂田科技城,23.548,0,2
深圳,南山区,前海,诺德假日花园,三居,3室2厅1卫,8500.0,80.0,106.25,东南,链家/个人,整租·诺德假日花园 3室2厅 东南,https://sz.lianjia.com/zufang/SZ2090015361742143488.html,113.903116,22.509914,小区,9369.0,8304.0,17375.0,31701.0,8304.0,深圳湾,8.304,1,1
深圳,罗湖区,螺岭,登高村,三居,3室1厅1卫,4580.0,85.0,53.88,南,链家/个人,整租·登高村 3室1厅 南,https://sz.lianjia.com/zufang/SZ2090015706824310784.html,114.124197,22.550974,小区,23441.0,24848.0,14000.0,15559.0,14000.0,福田CBD,14.0,5,9
深圳,宝安区,碧海,碧海富通城三期,三居,3室2厅1卫,7200.0,113.0,63.72,东南,链家/个人,整租·碧海富通城三期 3室2厅 复式 东南,https://sz.lianjia.com/zufang/SZ2090017205608513536.html,113.883831,22.554986,行政区,9241.0,12368.0,21439.0,30009.0,9241.0,南山科技园,9.241,5,6
深圳,龙华区,龙华中心,大信花园,两居,2室2厅1卫,4600.0,74.51,61.74,东南 南,链家/个人,整租·大信花园 2室2厅 东南/南,https://sz.lianjia.com/zufang/SZ2090017823286886400.html,114.021407,22.649066,小区,20784.0,21669.0,18180.0,4843.0,4843.0,坂田科技城,4.843,2,2
深圳,宝安区,翻身,宝佳苑,两居,2室2厅1卫,3600.0,50.9,70.73,东南,链家/个人,整租·宝佳苑 2室2厅 东南,https://sz.lianjia.com/zufang/SZ2090020823497703424.html,113.890141,22.570013,小区,8348.0,14983.0,21345.0,29393.0,8348.0,南山科技园,8.348,1,2
深圳,龙华区,红山,星河传奇二期,三居,3室1厅1卫,7000.0,82.18,85.18,东南,链家/个人,整租·星河传奇二期 3室1厅 东南,https://sz.lianjia.com/zufang/SZ2090021818101399552.html,114.011218,22.632095,小区,17798.0,18683.0,15194.0,6000.0,6000.0,坂田科技城,6.0,0,3
深圳,福田区,华强北,恒邦壹峯,两居,2室1厅1卫,5800.0,42.0,138.1,东,链家/个人,整租·恒邦壹峯 2室1厅 复式 东,https://sz.lianjia.com/zufang/SZ2090024204740067328.html,114.090939,22.54364,小区,16699.0,16936.0,5894.0,13690.0,5894.0,福田CBD,5.894,9,8
深圳,福田区,皇岗,伟柏花园,两居,2室1厅1卫,6200.0,65.63,94.47,南,链家/个人,整租·伟柏花园 2室1厅 南,https://sz.lianjia.com/zufang/SZ2090029239565811712.html,114.06679,22.528216,小区,16136.0,13942.0,2561.0,17670.0,2561.0,福田CBD,2.561,5,7
深圳,宝安区,宝安中心,尚都一期,三居,3室2厅2卫,9500.0,111.0,85.59,西北,链家/个人,整租·尚都一期 3室2厅 西北,https://sz.lianjia.com/zufang/SZ2090032326888128512.html,113.885402,22.557656,小区,8947.0,12375.0,22381.0,29715.0,8947.0,南山科技园,8.947,6,6
深圳,福田区,华强南,雷圳大厦,一居,1室0厅1卫,2220.0,18.0,123.33,东北,链家/个人,整租·雷圳大厦 1室0厅 东北,https://sz.lianjia.com/zufang/SZ2090033831569522688.html,114.081503,22.539019,小区,15606.0,15293.0,4449.0,15276.0,4449.0,福田CBD,4.449,7,8
深圳,龙岗区,坂田,十二橡树庄园一期,两居,2室1厅1卫,4500.0,68.0,66.18,东,链家,整租·十二橡树庄园一期 2室1厅 东,https://sz.lianjia.com/zufang/SZ2090034915075686400.html,114.064797,22.625239,小区,23847.0,23424.0,14072.0,2946.0,2946.0,坂田科技城,2.946,2,5
深圳,龙岗区,布吉大芬,信和花园,两居,2室2厅1卫,2900.0,79.0,36.71,东南,链家/个人,整租·信和花园 2室2厅 东南,https://sz.lianjia.com/zufang/SZ2090037961520316416.html,114.246884,22.720889,行政区,43264.0,44868.0,36668.0,26016.0,26016.0,坂田科技城,26.016,4,6
深圳,盐田区,盐田港,浩海明珠,一居,1室1厅1卫,2300.0,26.0,88.46,南,链家,整租·浩海明珠 1室1厅 南,https://sz.lianjia.com/zufang/SZ2090039047157186560.html,114.236739,22.557001,小区,35051.0,32857.0,22009.0,28697.0,22009.0,福田CBD,22.009,2,4
深圳,罗湖区,春风路,佳宁娜广场,两居,2室1厅1卫,10800.0,136.0,79.41,东,链家/个人,整租·佳宁娜广场 2室1厅 东,https://sz.lianjia.com/zufang/SZ2090041361943232512.html,114.119876,22.536865,小区,21862.0,19668.0,8820.0,16756.0,8820.0,福田CBD,8.82,7,8
深圳,龙华区,龙华新区,锦绣时代广场,一居,1室1厅1卫,2700.0,28.0,96.43,东,链家,整租·锦绣时代广场 1室1厅 东,https://sz.lianjia.com/zufang/SZ2090042073167167488.html,114.042341,22.638333,小区,22860.0,24464.0,15892.0,2081.0,2081.0,坂田科技城,2.081,0,2
深圳,罗湖区,春风路,万科深南广场,三居,3室1厅1卫,7500.0,74.0,101.35,南,链家/个人,整租·万科深南广场 3室1厅 南,https://sz.lianjia.com/zufang/SZ2090042528328843264.html,114.128794,22.544126,小区,22262.0,20068.0,9220.0,16903.0,9220.0,福田CBD,9.22,5,9
深圳,罗湖区,笋岗,宝龙嘉园,三居,3室2厅1卫,6700.0,88.0,76.14,北,链家/个人,整租·宝龙嘉园 3室2厅 北,https://sz.lianjia.com/zufang/SZ2090042659681861632.html,114.11274,22.559326,小区,19688.0,20528.0,9912.0,13468.0,9912.0,福田CBD,9.912,5,6
深圳,龙岗区,龙岗双龙,新翠雅苑,两居,2室2厅1卫,2400.0,76.0,31.58,北,链家,整租·新翠雅苑 2室2厅 北,https://sz.lianjia.com/zufang/SZ2090047393423687680.html,114.277697,22.752642,小区(模糊),51352.0,52956.0,44756.0,34104.0,34104.0,坂田科技城,34.104,0,2
深圳,福田区,新洲,祥云天都世纪大厦,一居,1室1厅1卫,4500.0,39.0,115.38,南,链家/个人,整租·祥云天都世纪大厦 1室1厅 南,https://sz.lianjia.com/zufang/SZ2090048845894385664.html,114.043954,22.521085,小区,12977.0,10783.0,2269.0,20865.0,2269.0,福田CBD,2.269,6,6
深圳,罗湖区,布心,松泉山庄,三居,3室2厅2卫,5400.0,93.11,58.0,东南,链家/个人,整租·松泉山庄 3室2厅 东南,https://sz.lianjia.com/zufang/SZ2090048915482083328.html,114.126015,22.577115,小区,22048.0,23667.0,12478.0,15689.0,12478.0,福田CBD,12.478,5,5
深圳,龙岗区,龙岗中心城,远洋新干线晶钻广场,一居,1室1厅1卫,2000.0,32.13,62.25,东南,链家/个人,整租·远洋新干线晶钻广场 1室1厅 东南,https://sz.lianjia.com/zufang/SZ2090053082091094016.html,114.261939,22.719006,小区,45275.0,46879.0,38679.0,28027.0,28027.0,坂田科技城,28.027,2,2
深圳,罗湖区,春风路,南方证券大厦,一居,1室1厅1卫,3500.0,65.0,53.85,西,链家/个人,整租·南方证券大厦 1室1厅 西,https://sz.lianjia.com/zufang/SZ2090055974877396992.html,114.116773,22.540435,小区,21068.0,18874.0,8026.0,16064.0,8026.0,福田CBD,8.026,11,8
深圳,光明区,光明,南太云创谷园区,一居,1室0厅1卫,2300.0,36.0,63.89,南,链家/个人,整租·南太云创谷园区 1室0厅 南,https://sz.lianjia.com/zufang/SZ2090059743824445440.html,113.920481,22.736403,小区(模糊),29689.0,34871.0,33158.0,30404.0,29689.0,南山科技园,29.689,0,2
深圳,龙华区,红山,龙光玖钻,两居,2室2厅1卫,4600.0,39.0,117.95,东北,链家/个人,整租·龙光玖钻 2室2厅 东北,https://sz.lianjia.com/zufang/SZ2090070840283496448.html,114.022322,22.621531,小区,17762.0,18647.0,15158.0,6198.0,6198.0,坂田科技城,6.198,5,2
深圳,龙华区,红山,华业玫瑰四季馨园二期,两居,2室1厅0卫,5600.0,51.21,109.35,东 东南,链家/个人,整租·华业玫瑰四季馨园二期 2室1厅 东/东南,https://sz.lianjia.com/zufang/SZ2090072356281122816.html,114.01772,22.625225,小区,18019.0,18904.0,15415.0,5768.0,5768.0,坂田科技城,5.768,3,5
深圳,龙华区,上塘,中海汇德理,三居,3室2厅2卫,8500.0,95.0,89.47,东南,链家/个人,整租·中海汇德理 3室2厅 东南,https://sz.lianjia.com/zufang/SZ2090077494727147520.html,114.011308,22.636049,小区,19588.0,20473.0,16984.0,6050.0,6050.0,坂田科技城,6.05,1,3
深圳,宝安区,西乡,招商果岭花园,三居,3室2厅2卫,6500.0,87.79,74.04,西南,链家/个人,整租·招商果岭花园 3室2厅 西南,https://sz.lianjia.com/zufang/SZ2090080224485048320.html,113.857709,22.584075,小区,12484.0,20507.0,24557.0,33252.0,12484.0,南山科技园,12.484,1,2
深圳,福田区,八卦岭,鹏益花园,一居,1室0厅1卫,3000.0,33.0,90.91,南,链家/个人,整租·鹏益花园 1室0厅 南,https://sz.lianjia.com/zufang/SZ2090084644299997184.html,114.09456,22.560219,小区,18103.0,19722.0,8410.0,11883.0,8410.0,福田CBD,8.41,3,3
深圳,福田区,香蜜湖,龙溪花园,三居,3室2厅1卫,7000.0,84.0,83.33,南,链家,整租·龙溪花园 3室2厅 南,https://sz.lianjia.com/zufang/SZ2090086338916253696.html,114.27291,22.714477,小区(模糊),46342.0,47946.0,39746.0,29094.0,29094.0,坂田科技城,29.094,0,0
深圳,宝安区,新安,海滨花园,三居,3室1厅1卫,4800.0,89.5,53.63,东南,链家/个人,整租·海滨花园 3室1厅 东南,https://sz.lianjia.com/zufang/SZ2090087402906320896.html,113.917478,22.485051,小区,8396.0,9608.0,18685.0,32758.0,8396.0,南山科技园,8.396,4,5
深圳,南山区,南山中心,时代骄子大厦,一居,1室1厅1卫,4900.0,48.0,102.08,南,链家,整租·时代骄子大厦 1室1厅 南,https://sz.lianjia.com/zufang/SZ2090101263030026240.html,113.925158,22.528576,小区,4104.0,5648.0,14719.0,27926.0,4104.0,南山科技园,4.104,4,7
深圳,福田区,莲花,莲花二村,三居,3室2厅1卫,7600.0,97.0,78.35,南,链家/个人,整租·莲花二村 3室2厅 南,https://sz.lianjia.com/zufang/SZ2090114840466030592.html,114.071388,22.550318,小区(模糊),16109.0,15762.0,4347.0,14101.0,4347.0,福田CBD,4.347,3,4
深圳,龙华区,龙华新区,新华城,两居,2室2厅1卫,5500.0,77.68,70.8,南,链家,整租·新华城 2室2厅 南,https://sz.lianjia.com/zufang/SZ2090123643886501888.html,114.031067,22.642519,小区,19528.0,19688.0,16924.0,3173.0,3173.0,坂田科技城,3.173,4,2
深圳,宝安区,西乡,福中福花园一期,三居,3室2厅1卫,4800.0,102.24,46.95,东南,链家/个人,整租·福中福花园一期 3室2厅 东南,https://sz.lianjia.com/zufang/SZ2090141435897577472.html,113.872777,22.563833,小区,11939.0,19855.0,25640.0,32707.0,11939.0,南山科技园,11.939,5,5
深圳,龙华区,龙华中心,金侨花园,三居,3室1厅1卫,2600.0,71.7,36.26,东南,链家/个人,整租·金侨花园 3室1厅 东南,https://sz.lianjia.com/zufang/SZ2090271657741516800.html,114.028292,22.653433,小区(模糊),20678.0,21563.0,18074.0,4247.0,4247.0,坂田科技城,4.247,2,4
深圳,南山区,南山中心,保利城花园,三居,3室1厅2卫,11000.0,109.0,100.92,南,链家/个人,整租·保利城花园 3室1厅 南,https://sz.lianjia.com/zufang/SZ2090278806181904384.html,113.928389,22.515909,小区,4555.0,5221.0,14292.0,28482.0,4555.0,南山科技园,4.555,7,5
深圳,福田区,石厦,皇庭世纪,一居,1室1厅1卫,6000.0,42.0,142.86,南,链家,整租·皇庭世纪 1室1厅 南,https://sz.lianjia.com/zufang/SZ2090282005836070912.html,114.057555,22.525993,小区,17112.0,14918.0,2962.0,18040.0,2962.0,福田CBD,2.962,7,5
深圳,龙岗区,布吉水径,万科麓城一期,两居,2室1厅2卫,1700.0,89.12,19.08,东,链家/个人,合租·万科麓城一期 2居室 东卧,https://sz.lianjia.com/zufang/SZ2090283132824584192.html,114.103972,22.623379,小区,24525.0,26129.0,17642.0,7573.0,7573.0,坂田科技城,7.573,0,1
深圳,福田区,上下沙,花好园,两居,2室2厅1卫,7500.0,62.0,120.97,南,链家/个人,整租·花好园 2室2厅 南,https://sz.lianjia.com/zufang/SZ2090283140206559232.html,114.055198,22.520922,小区,15044.0,12850.0,1017.0,18694.0,1017.0,福田CBD,1.017,5,5
深圳,福田区,石厦,星座大厦,两居,2室1厅1卫,6800.0,64.0,106.25,南 西南,链家,整租·星座大厦 2室1厅 南/西南,https://sz.lianjia.com/zufang/SZ2090285770240688128.html,114.055025,22.525893,小区,14677.0,12483.0,590.0,18353.0,590.0,福田CBD,0.59,7,5
深圳,福田区,景田,缇香名苑,两居,2室2厅1卫,9200.0,72.0,127.78,东北,链家/个人,整租·缇香名苑 2室2厅 东北,https://sz.lianjia.com/zufang/SZ2090286235439333376.html,114.042898,22.553041,板块,13465.0,14399.0,4620.0,14681.0,4620.0,福田CBD,4.62,5,3
深圳,福田区,梅林,凯丰花园综合楼,一居,1室0厅1卫,2700.0,28.0,96.43,北 东北,链家/个人,整租·凯丰花园综合楼 1室0厅 北/东北,https://sz.lianjia.com/zufang/SZ2090289179337424896.html,114.064361,22.56679,小区,14017.0,15636.0,6183.0,11649.0,6183.0,福田CBD,6.183,3,6
深圳,南山区,红树湾,美庐锦园,三居,3室2厅2卫,11500.0,115.0,100.0,东南,链家/个人,整租·美庐锦园 3室2厅 东南,https://sz.lianjia.com/zufang/SZ2090290946536112128.html,113.966161,22.536122,小区,3268.0,3291.0,12367.0,24359.0,3268.0,南山科技园,3.268,3,4
深圳,南山区,科技园,科苑居,一居,1室0厅1卫,3200.0,28.0,114.29,东,链家/个人,整租·科苑居 1室0厅 东,https://sz.lianjia.com/zufang/SZ2090296373915156480.html,113.943346,22.542894,小区(模糊),403.0,5455.0,14531.0,24229.0,403.0,南山科技园,0.403,7,8
