城市,区域,板块,小区,户型,户型详情,租金,面积,单位租金,朝向,品牌,标题,链接,经度,纬度,坐标精度,距离_未来科技城,距离_钱江新城,距离_滨江区,距离_湖滨商圈,最近距离,最近就业区,最近距离(km),星巴克数量,麦当劳数量
杭州,余杭区,良渚,书韵名邸,三居,3室2厅2卫,3800.0,89.0,42.7,南,链家/个人,整租·书韵名邸 3室2厅 南,https://hz.lianjia.com/zufang/HZ2094995970616983552.html,120.015956,30.349498,小区,8038.0,32854.0,39107.0,29383.0,8038.0,未来科技城,8.038,1,0
杭州,萧山区,萧山新城区,城北尚博苑一区,三居,3室1厅1卫,4100.0,90.0,45.56,南,链家/个人,整租·城北尚博苑一区 3室1厅 南,https://hz.lianjia.com/zufang/HZ2094998102636232704.html,120.311927,30.168898,板块,46068.0,17526.0,16553.0,26488.0,16553.0,滨江区,16.553,0,0
杭州,钱塘区,沿江南,保利东湾,三居,3室2厅2卫,3000.0,93.0,32.26,南,链家/个人,整租·保利东湾 3室2厅 南,https://hz.lianjia.com/zufang/HZ2094999038498701312.html,120.376324,30.27395,小区,43617.0,18784.0,28262.0,24185.0,18784.0,钱江新城,18.784,0,1
杭州,上城区,笕桥,草庄景墅,两居,2室1厅1卫,3600.0,100.0,36.0,南,链家/个人,整租·草庄景墅 2室1厅 南,https://hz.lianjia.com/zufang/HZ2094999667426197504.html,120.214379,30.307485,小区,27015.0,8694.0,14750.0,9868.0,8694.0,钱江新城,8.694,1,1
杭州,富阳区,银湖科技城,泰禾野风大城小院,一居,1室1厅1卫,1300.0,38.76,33.54,南,贝壳优选,整租·泰禾野风大城小院 1室1厅 南,https://hz.lianjia.com/zufang/HZ2095001289195782144.html,119.963526,30.136573,小区(模糊),21231.0,32562.0,28818.0,33615.0,21231.0,未来科技城,21.231,0,0
杭州,余杭区,西溪,大华西溪风情,三居,3室1厅1卫,3200.0,30.0,106.67,南,链家/个人,合租·大华西溪风情 3居室 南卧,https://hz.lianjia.com/zufang/HZ2095001982589730816.html,120.036794,30.27852,小区,5064.0,23391.0,25282.0,19825.0,5064.0,未来科技城,5.064,3,2
杭州,钱塘区,沿江北,梦琴湾,两居,2室1厅1卫,2500.0,63.0,39.68,南,链家/个人,整租·梦琴湾 2室1厅 南,https://hz.lianjia.com/zufang/HZ2095003443792969728.html,120.390504,30.297866,小区,43138.0,22453.0,27783.0,27883.0,22453.0,钱江新城,22.453,1,0
杭州,滨江区,西兴,燕语林森公寓,两居,2室1厅1卫,3000.0,70.0,42.86,南,链家/个人,整租·燕语林森公寓 2室1厅 南,https://hz.lianjia.com/zufang/HZ2095005239831691264.html,120.209903,30.246566,小区(模糊),28257.0,741.0,8001.0,4975.0,741.0,钱江新城,0.741,13,4
杭州,西湖区,转塘,绿城之江1号,两居,2室2厅1卫,3600.0,79.0,45.57,南,链家,整租·绿城之江1号 2室2厅 南,https://hz.lianjia.com/zufang/HZ2095007627770593280.html,120.072124,30.165134,小区,25775.0,18433.0,19585.0,16057.0,16057.0,湖滨商圈,16.057,2,0
杭州,萧山区,义桥,金域兰庭,两居,2室2厅1卫,2400.0,85.79,27.98,南,链家/个人,整租·金域兰庭 2室2厅 南,https://hz.lianjia.com/zufang/HZ2095008768860356608.html,120.193072,30.082638,小区,41483.0,21977.0,15811.0,20608.0,15811.0,滨江区,15.811,0,0
杭州,萧山区,钱江世纪城,丰北二苑,两居,2室0厅1卫,2000.0,30.0,66.67,南,链家/个人,合租·丰北二苑 2居室 南卧,https://hz.lianjia.com/zufang/HZ2095011064373575680.html,120.254688,30.228102,小区(模糊),32779.0,5263.0,5163.0,9783.0,5163.0,滨江区,5.163,6,3
杭州,富阳区,银湖科技城,浙大网新银湖科技园,两居,2室2厅2卫,1000.0,42.0,23.81,南,链家/个人,合租·浙大网新银湖科技园 2居室 南卧,https://hz.lianjia.com/zufang/HZ2095011762637111296.html,119.983661,30.138935,小区,20052.0,30397.0,26653.0,31450.0,20052.0,未来科技城,20.052,1,2
杭州,萧山区,南部卧城,雅颂市心府,两居,2室0厅2卫,1800.0,41.58,43.29,东,链家/个人,合租·雅颂市心府 2居室 复式 东卧,https://hz.lianjia.com/zufang/HZ2095012659903594496.html,120.26626,30.142658,小区,51330.0,17886.0,14457.0,21480.0,14457.0,滨江区,14.457,1,1
杭州,萧山区,钱江世纪城,柏峰珑悦府,三居,3室2厅2卫,7500.0,120.0,62.5,南,链家/个人,整租·柏峰珑悦府 3室2厅 南,https://hz.lianjia.com/zufang/HZ2095013372343877632.html,120.254158,30.231242,板块,32772.0,5511.0,6096.0,10694.0,5511.0,钱江新城,5.511,7,4
杭州,拱墅区,朝晖,朝晖二区,两居,2室1厅1卫,3600.0,53.75,66.98,南,链家,整租·朝晖二区 2室1厅 南,https://hz.lianjia.com/zufang/HZ2095013676695158784.html,120.170942,30.283912,小区,19046.0,8540.0,11274.0,5817.0,5817.0,湖滨商圈,5.817,5,3
杭州,余杭区,三墩,金地广场,两居,2室0厅0卫,1700.0,44.0,38.64,南,链家,合租·金地广场 2居室 南卧,https://hz.lianjia.com/zufang/HZ2095017282940960768.html,120.082021,30.339765,小区,10426.0,23230.0,29483.0,19759.0,10426.0,未来科技城,10.426,2,2
杭州,上城区,景芳,景芳五区,两居,2室1厅1卫,3500.0,54.0,64.81,南,链家/个人,整租·景芳五区 2室1厅 南,https://hz.lianjia.com/zufang/HZ2095018995051659264.html,120.211705,30.268154,小区(模糊),26752.0,2908.0,9257.0,7289.0,2908.0,钱江新城,2.908,4,1
杭州,钱塘区,金沙湖,德嘉金沙阳光,两居,2室1厅1卫,3200.0,75.0,42.67,南 北,链家/个人,整租·德嘉金沙阳光 2室1厅 南/北,https://hz.lianjia.com/zufang/HZ2095020170698293248.html,120.334764,30.302369,小区,37315.0,16630.0,21960.0,22060.0,16630.0,钱江新城,16.63,4,2
杭州,余杭区,中泰,清水湾山水苑,两居,2室2厅1卫,2700.0,89.0,30.34,南,链家/个人,整租·清水湾山水苑 2室2厅 南,https://hz.lianjia.com/zufang/HZ2095020542783389696.html,119.921564,30.239079,小区,13072.0,33380.0,43875.0,32880.0,13072.0,未来科技城,13.072,0,0
杭州,萧山区,奥体,深蓝国际中心,两居,2室2厅1卫,8000.0,85.0,94.12,南,链家/个人,整租·深蓝国际中心 2室2厅 南,https://hz.lianjia.com/zufang/HZ2095021782791618560.html,120.237509,30.184873,小区(模糊),42826.0,9324.0,6178.0,16663.0,6178.0,滨江区,6.178,2,0
杭州,临平区,临平新城,中骏鼎湖未来云城,两居,2室1厅1卫,4380.0,80.0,54.75,南,链家/个人,整租·中骏鼎湖未来云城 2室1厅 南,https://hz.lianjia.com/zufang/HZ2095022530631827456.html,120.296982,30.397921,小区,35774.0,21603.0,31531.0,26968.0,21603.0,钱江新城,21.603,5,2
杭州,萧山区,义桥,东旭府,三居,3室2厅2卫,2400.0,117.0,20.51,南,链家/个人,整租·东旭府 3室2厅 南,https://hz.lianjia.com/zufang/HZ2095024261772083200.html,120.195303,30.084155,小区,41691.0,22185.0,16019.0,20816.0,16019.0,滨江区,16.019,0,0
杭州,上城区,采荷,采荷小区玉荷邨,一居,1室1厅1卫,2800.0,39.55,70.8,南,链家/个人,整租·采荷小区玉荷邨 1室1厅 南,https://hz.lianjia.com/zufang/HZ2095027450529447936.html,120.197072,30.252376,板块,27371.0,2505.0,8774.0,4548.0,2505.0,钱江新城,2.505,4,1
杭州,萧山区,萧山新城区,绿城九龙仓桂语江南,三居,3室2厅2卫,9500.0,126.0,75.4,南,链家/个人,整租·绿城九龙仓桂语江南 3室2厅 南,https://hz.lianjia.com/zufang/HZ2095028104148811776.html,120.561704,30.239136,小区,86059.0,39542.0,38569.0,48504.0,38569.0,滨江区,38.569,0,0
杭州,上城区,景芳,水湘人家南苑,两居,2室1厅1卫,3800.0,76.0,50.0,西,链家,合租·水湘人家南苑 2居室 西卧,https://hz.lianjia.com/zufang/HZ2095028679972225024.html,120.215753,30.269775,小区,26471.0,3231.0,9557.0,7589.0,3231.0,钱江新城,3.231,2,0
杭州,余杭区,老余杭,港郦中心,两居,2室2厅2卫,1900.0,54.0,35.19,北,链家/个人,合租·港郦中心 2居室 北卧,https://hz.lianjia.com/zufang/HZ2095032073336127488.html,119.955636,30.257753,小区(模糊),8600.0,31226.0,40031.0,28296.0,8600.0,未来科技城,8.6,2,1
杭州,拱墅区,运河新城,和颂春风里,三居,3室2厅2卫,5500.0,107.0,51.4,南,链家/个人,整租·和颂春风里 3室2厅 南,https://hz.lianjia.com/zufang/HZ2095032934040862720.html,120.143723,30.36935,小区,25504.0,19462.0,24851.0,19394.0,19394.0,湖滨商圈,19.394,0,1
杭州,萧山区,萧山开发区,得力名望府,三居,3室2厅2卫,3600.0,89.0,40.45,南 北,链家/个人,整租·得力名望府 3室2厅 南/北,https://hz.lianjia.com/zufang/HZ2095034560101220352.html,120.329564,30.179229,小区,50070.0,17709.0,16736.0,23907.0,16736.0,滨江区,16.736,0,0
杭州,萧山区,萧山市区,绿地G合里金宸,一居,1室1厅1卫,3000.0,63.88,46.96,西,链家/个人,整租·绿地G合里金宸 1室1厅 西,https://hz.lianjia.com/zufang/HZ2095038434119778304.html,120.264586,30.177973,小区(模糊),44633.0,11563.0,9286.0,18470.0,9286.0,滨江区,9.286,6,1
杭州,萧山区,萧山新城区,新世界柏丽轩,三居,3室2厅2卫,4200.0,146.0,28.77,南,链家/个人,整租·新世界柏丽轩 3室2厅 南,https://hz.lianjia.com/zufang/HZ2095039098048741376.html,120.285845,30.194359,小区,41243.0,12701.0,11728.0,21663.0,11728.0,滨江区,11.728,0,1
杭州,萧山区,萧山新城区,金色钱塘,三居,3室2厅2卫,6000.0,141.24,42.48,南,链家/个人,整租·金色钱塘 3室2厅 南,https://hz.lianjia.com/zufang/HZ2095040123073724416.html,120.236631,30.189299,小区,42608.0,8969.0,4531.0,12202.0,4531.0,滨江区,4.531,2,1
杭州,临安区,临安,云珀府,三居,3室2厅2卫,2200.0,89.0,24.72,南,链家,整租·云珀府 3室2厅 南,https://hz.lianjia.com/zufang/HZ2095041404387459072.html,119.724457,30.234375,板块,30180.0,55171.0,63976.0,50292.0,30180.0,未来科技城,30.18,2,1
杭州,拱墅区,三墩,都市水乡水映苑,三居,3室1厅1卫,3200.0,100.0,32.0,东,链家/个人,整租·都市水乡水映苑 3室1厅 东,https://hz.lianjia.com/zufang/HZ2095043081450553344.html,120.096126,30.326334,小区,13083.0,21571.0,27824.0,18100.0,13083.0,未来科技城,13.083,3,3
杭州,西湖区,申花,爱尚里,两居,2室1厅2卫,2600.0,55.0,47.27,南,链家/个人,整租·爱尚里 2室1厅 南,https://hz.lianjia.com/zufang/HZ2095043428386603008.html,120.079376,30.315078,小区,12797.0,22782.0,29035.0,19311.0,12797.0,未来科技城,12.797,2,1
杭州,上城区,钱江新城,中海御道,三居,3室2厅2卫,7500.0,139.0,53.96,南,链家/个人,整租·中海御道 3室2厅 南,https://hz.lianjia.com/zufang/HZ2095045196063440896.html,120.231319,30.26855,小区(模糊),30209.0,3083.0,10802.0,7718.0,3083.0,钱江新城,3.083,0,0
杭州,萧山区,钱江世纪城,丰东花苑,两居,2室1厅1卫,4000.0,60.0,66.67,南,链家/个人,整租·丰东花苑 2室1厅 南,https://hz.lianjia.com/zufang/HZ2095046847235096576.html,120.263619,30.216865,小区,35085.0,7569.0,5880.0,12089.0,5880.0,滨江区,5.88,2,1
杭州,拱墅区,石桥,永富大厦,一居,1室1厅1卫,1800.0,33.0,54.55,西,链家,整租·永富大厦 1室1厅 西,https://hz.lianjia.com/zufang/HZ2095051301393006592.html,120.190899,30.34149,小区,23288.0,11622.0,17875.0,14598.0,11622.0,钱江新城,11.622,0,2
杭州,拱墅区,石桥,华润翠庭,三居,3室2厅1卫,3800.0,89.0,42.7,南,链家/个人,整租·华润翠庭 3室2厅 南,https://hz.lianjia.com/zufang/HZ2095052395867275264.html,120.203994,30.337376,小区(模糊),23391.0,11665.0,17918.0,14109.0,11665.0,钱江新城,11.665,1,1
杭州,上城区,景芳,景芳一区,两居,2室0厅1卫,3200.0,50.0,64.0,南,链家/个人,整租·景芳一区 2室0厅 南,https://hz.lianjia.com/zufang/HZ2095055562243833856.html,120.203628,30.267106,小区,25452.0,2635.0,9609.0,5654.0,2635.0,钱江新城,2.635,8,2
杭州,拱墅区,长庆,东清巷,三居,3室1厅2卫,6300.0,76.34,82.53,南 北,链家,整租·东清巷 3室1厅 跃层 南/北,https://hz.lianjia.com/zufang/HZ2095056861513383936.html,120.178605,30.261283,小区,22642.0,4990.0,9176.0,2546.0,2546.0,湖滨商圈,2.546,4,4
杭州,临安区,临安,湖山壹品苑,三居,3室2厅2卫,1000.0,89.87,11.13,南,链家/个人,整租·湖山壹品苑 3室2厅 南,https://hz.lianjia.com/zufang/HZ2095058531873980416.html,119.724457,30.234375,板块,30180.0,55171.0,63976.0,50292.0,30180.0,未来科技城,30.18,2,1
杭州,钱塘区,沿江南,世茂江滨花园峻景湾,三居,3室1厅1卫,3700.0,89.0,41.57,南,链家/个人,整租·世茂江滨花园峻景湾 3室1厅 南,https://hz.lianjia.com/zufang/HZ2095058996846133248.html,120.378697,30.278455,小区,43213.0,19054.0,27858.0,27958.0,19054.0,钱江新城,19.054,0,1
杭州,滨江区,彩虹城,太阳国际公寓,一居,1室1厅0卫,3000.0,30.0,100.0,北,链家/个人,合租·太阳国际公寓 1居室 北卧,https://hz.lianjia.com/zufang/HZ2095059563232362496.html,120.159883,30.190996,小区,25818.0,12856.0,6550.0,11788.0,6550.0,滨江区,6.55,5,1
杭州,拱墅区,三塘,三塘南村,三居,3室2厅1卫,4100.0,110.0,37.27,南,链家/个人,整租·三塘南村 3室2厅 南,https://hz.lianjia.com/zufang/HZ2095062968185126912.html,120.166071,30.306375,小区(模糊),16551.0,10355.0,16608.0,9281.0,9281.0,湖滨商圈,9.281,0,1
杭州,滨江区,长河,半岛国际,三居,3室0厅0卫,1800.0,25.0,72.0,南,链家/个人,合租·半岛国际 3居室 南卧,https://hz.lianjia.com/zufang/HZ2095063558910902272.html,120.193987,30.201348,小区,30502.0,8526.0,2616.0,8983.0,2616.0,滨江区,2.616,3,4
杭州,滨江区,彩虹城,潮人汇,一居,1室1厅1卫,3500.0,30.0,116.67,南,链家/个人,整租·潮人汇 1室1厅 南,https://hz.lianjia.com/zufang/HZ2095064834692349952.html,120.163302,30.184441,小区,25871.0,13510.0,5843.0,10698.0,5843.0,滨江区,5.843,4,1
杭州,上城区,丁桥,同协金座,两居,2室2厅2卫,2000.0,45.0,44.44,南,链家/个人,合租·同协金座 2居室 南卧,https://hz.lianjia.com/zufang/HZ2095066537852403712.html,120.217202,30.338152,小区(模糊),25168.0,13386.0,19639.0,16362.0,13386.0,钱江新城,13.386,1,1
杭州,拱墅区,天水,茂泰世纪大楼,一居,1室1厅1卫,3000.0,41.79,71.79,南,链家/个人,整租·茂泰世纪大楼 1室1厅 南,https://hz.lianjia.com/zufang/HZ2095066949665947648.html,120.170613,30.266912,小区,21193.0,5618.0,9138.0,3681.0,3681.0,湖滨商圈,3.681,9,1
杭州,拱墅区,流水苑,京都苑,三居,3室2厅1卫,4500.0,100.0,45.0,南,链家/个人,整租·京都苑 3室2厅 南,https://hz.lianjia.com/zufang/HZ2095067545152258048.html,120.175419,30.276508,小区,22105.0,6779.0,11709.0,4816.0,4816.0,湖滨商圈,4.816,5,1
杭州,临安区,临安,南樾府,两居,2室2厅1卫,800.0,70.0,11.43,南,链家/个人,整租·南樾府 2室2厅 跃层 南,https://hz.lianjia.com/zufang/HZ2095067989463269376.html,119.724457,30.234375,板块,30180.0,55171.0,63976.0,50292.0,30180.0,未来科技城,30.18,2,1
杭州,萧山区,南部卧城,湘水名庭,两居,2室1厅1卫,2900.0,60.0,48.33,东南,链家/个人,合租·湘水名庭 2居室 东南卧,https://hz.lianjia.com/zufang/HZ2095069083962703872.html,120.251334,30.135006,小区,49669.0,15809.0,12380.0,19403.0,12380.0,滨江区,12.38,0,0
杭州,萧山区,萧山新城区,融信江南学府,两居,2室1厅1卫,3000.0,70.0,42.86,南 西南 西,链家/个人,整租·融信江南学府 2室1厅 南/西南/西,https://hz.lianjia.com/zufang/HZ2095069172764508160.html,120.561704,30.239136,小区,86059.0,39542.0,38569.0,48504.0,38569.0,滨江区,38.569,0,0
杭州,临安区,临安,如意云庭,三居,3室2厅2卫,2300.0,117.0,19.66,南,链家/个人,整租·如意云庭 3室2厅 南,https://hz.lianjia.com/zufang/HZ2095069916146171904.html,119.732739,30.235778,小区(模糊),29417.0,54206.0,63011.0,49327.0,29417.0,未来科技城,29.417,0,0
杭州,富阳区,富春,金汇之城,一居,1室1厅1卫,1800.0,40.0,45.0,南,链家/个人,整租·金汇之城 1室1厅 南,https://hz.lianjia.com/zufang/HZ2095070070823714816.html,119.931657,30.059713,小区,33540.0,41791.0,38047.0,42844.0,33540.0,未来科技城,33.54,2,1
杭州,西湖区,西溪,绿城西溪世纪广场,两居,2室2厅1卫,4000.0,55.0,72.73,南 北,链家/个人,整租·绿城西溪世纪广场 2室2厅 南/北,https://hz.lianjia.com/zufang/HZ2095070502308544512.html,120.140446,30.28018,小区,16790.0,13384.0,15275.0,6030.0,6030.0,湖滨商圈,6.03,5,3
杭州,钱塘区,沿江南,金隅观澜商业中心,一居,1室1厅1卫,2300.0,49.0,46.94,南,链家/个人,整租·金隅观澜商业中心 1室1厅 南,https://hz.lianjia.com/zufang/HZ2095072486176587776.html,120.209903,30.246566,小区(模糊),28257.0,741.0,8001.0,4975.0,741.0,钱江新城,0.741,13,4
杭州,余杭区,良渚,竹径云山,三居,3室2厅3卫,6000.0,120.0,50.0,南,链家/个人,整租·竹径云山 3室2厅 跃层 南,https://hz.lianjia.com/zufang/HZ2095072903522418688.html,120.004612,30.351212,小区,7059.0,34233.0,40486.0,30762.0,7059.0,未来科技城,7.059,0,0
杭州,萧山区,钱江世纪城,丰东花苑,两居,2室1厅1卫,3500.0,60.0,58.33,北,链家/个人,合租·丰东花苑 2居室 北卧,https://hz.lianjia.com/zufang/HZ2095072996191371264.html,120.263619,30.216865,小区,35085.0,7569.0,5880.0,12089.0,5880.0,滨江区,5.88,2,1
杭州,滨江区,浦沿,君景庭,两居,2室2厅1卫,4700.0,87.22,53.89,南,链家,整租·君景庭 2室2厅 南,https://hz.lianjia.com/zufang/HZ2095074109972021248.html,120.154489,30.1734,板块,32934.0,14743.0,7730.0,13374.0,7730.0,滨江区,7.73,2,4
杭州,余杭区,老余杭,世贸湖山帝景湾南苑,三居,3室2厅2卫,3500.0,89.0,39.33,南,链家/个人,整租·世贸湖山帝景湾南苑 3室2厅 南,https://hz.lianjia.com/zufang/HZ2095074179878486016.html,119.937471,30.25039,小区,10980.0,33503.0,42308.0,30676.0,10980.0,未来科技城,10.98,0,0
杭州,滨江区,浦沿,君景庭,两居,2室2厅1卫,5000.0,85.0,58.82,南,链家/个人,整租·君景庭 2室2厅 南,https://hz.lianjia.com/zufang/HZ2095074669022412800.html,120.141816,30.175608,小区,33055.0,15768.0,8101.0,11246.0,8101.0,滨江区,8.101,3,2
杭州,上城区,复兴,复兴南苑,两居,2室1厅1卫,3200.0,47.59,67.24,南,链家,整租·复兴南苑 2室1厅 南,https://hz.lianjia.com/zufang/HZ2095075858451529728.html,120.167712,30.20925,小区(模糊),28217.0,7907.0,7269.0,6698.0,6698.0,湖滨商圈,6.698,0,0
杭州,拱墅区,拱宸桥,五洋运河人家,三居,3室1厅1卫,5500.0,97.0,56.7,南,链家/个人,整租·五洋运河人家 3室1厅 南,https://hz.lianjia.com/zufang/HZ2095075983336931328.html,120.141033,30.315412,小区,18409.0,14327.0,16227.0,10770.0,10770.0,湖滨商圈,10.77,4,2
杭州,临安区,青山湖科技城,绿城桃李春风,三居,3室2厅2卫,3500.0,99.0,35.35,南,链家/个人,整租·绿城桃李春风 3室2厅 南,https://hz.lianjia.com/zufang/HZ2095076114295685120.html,119.796227,30.275839,小区,23634.0,48991.0,57796.0,44112.0,23634.0,未来科技城,23.634,0,0
杭州,萧山区,钱江世纪城,奥体华悦城,两居,2室1厅2卫,2900.0,40.0,72.5,南 北,链家/个人,合租·奥体华悦城 2居室 南/北卧,https://hz.lianjia.com/zufang/HZ2095077145515655168.html,120.254158,30.231242,板块,32772.0,5511.0,6096.0,10694.0,5511.0,钱江新城,5.511,7,4
杭州,萧山区,萧山市区,龙湖融信天琅府,三居,3室2厅2卫,5700.0,99.0,57.58,南,链家/个人,整租·龙湖融信天琅府 3室2厅 南,https://hz.lianjia.com/zufang/HZ2095077584265019392.html,120.287347,30.178359,小区,46422.0,13381.0,13634.0,20259.0,13381.0,钱江新城,13.381,0,1
杭州,临安区,青山湖科技城,绿城桃李春风,一居,1室0厅1卫,1900.0,42.0,45.24,南,链家/个人,整租·绿城桃李春风 1室0厅 南,https://hz.lianjia.com/zufang/HZ2095078790861422592.html,119.796227,30.275839,小区,23634.0,48991.0,57796.0,44112.0,23634.0,未来科技城,23.634,0,0
杭州,萧山区,萧山开发区,海塘路537号,两居,2室1厅1卫,1450.0,25.0,58.0,北,贝壳优选,整租·海塘路537号 2室1厅 北,https://hz.lianjia.com/zufang/HZ2095079489355644928.html,120.319845,30.230498,板块,39615.0,12201.0,12974.0,22909.0,12201.0,钱江新城,12.201,0,0
杭州,萧山区,萧山新城区,德信君宸,三居,3室2厅2卫,7500.0,89.1,84.18,南,链家,整租·德信君宸 3室2厅 南,https://hz.lianjia.com/zufang/HZ2095080182686679040.html,120.253259,30.198261,小区,35736.0,8220.0,4989.0,12740.0,4989.0,滨江区,4.989,2,3
杭州,萧山区,萧山开发区,海塘路537号,两居,2室1厅1卫,1800.0,30.0,60.0,南,贝壳优选,整租·海塘路537号 2室1厅 南,https://hz.lianjia.com/zufang/HZ2095081368626135040.html,120.319845,30.230498,板块,39615.0,12201.0,12974.0,22909.0,12201.0,钱江新城,12.201,0,0
杭州,余杭区,良渚,起梦科创数字园区,两居,2室1厅1卫,2500.0,37.0,67.57,西南,链家/个人,整租·起梦科创数字园区 2室1厅 西南,https://hz.lianjia.com/zufang/HZ2095081611660886016.html,119.978742,30.273705,小区,5250.0,36559.0,42275.0,33088.0,5250.0,未来科技城,5.25,2,0
杭州,拱墅区,德胜东,新德佳苑,三居,3室1厅2卫,3200.0,50.0,64.0,南,链家/个人,合租·新德佳苑 3居室 南卧,https://hz.lianjia.com/zufang/HZ2095082835432964096.html,120.180693,30.300941,小区,19751.0,9419.0,15672.0,8511.0,8511.0,湖滨商圈,8.511,0,1
杭州,钱塘区,大江东,如意公寓,三居,3室1厅2卫,2550.0,166.22,15.34,南,链家/个人,整租·如意公寓 3室1厅 南,https://hz.lianjia.com/zufang/HZ2095086172475752448.html,120.492417,30.265535,小区(模糊),63753.0,33960.0,32407.0,39390.0,32407.0,滨江区,32.407,2,1
杭州,萧山区,萧山开发区,海塘路537号,两居,2室1厅1卫,1700.0,40.0,42.5,北,贝壳优选,整租·海塘路537号 2室1厅 北,https://hz.lianjia.com/zufang/HZ2095086562097233920.html,120.31343,30.188526,小区,49509.0,17148.0,16175.0,23346.0,16175.0,滨江区,16.175,0,0
杭州,拱墅区,长庆,王马巷,一居,1室0厅0卫,1500.0,9.0,166.67,西,链家,合租·王马巷 1居室 西卧,https://hz.lianjia.com/zufang/HZ2095087069800955904.html,120.177642,30.260295,小区,22454.0,4633.0,8734.0,3261.0,3261.0,湖滨商圈,3.261,4,4
杭州,钱塘区,大江东,旭东景苑,三居,3室2厅2卫,2700.0,120.0,22.5,东南 南 西南,链家/个人,整租·旭东景苑 3室2厅 东南/南/西南,https://hz.lianjia.com/zufang/HZ2095087576275746816.html,120.462888,30.330197,板块,58538.0,32434.0,38538.0,39606.0,32434.0,钱江新城,32.434,0,0
杭州,余杭区,未来科技城,云学君里,三居,3室2厅1卫,3000.0,89.0,33.71,南 北,链家/个人,整租·云学君里 3室2厅 南/北,https://hz.lianjia.com/zufang/HZ2095088885808758784.html,119.964546,30.246807,小区,8457.0,31831.0,39831.0,28265.0,8457.0,未来科技城,8.457,0,0
杭州,上城区,闸弄口,万家花园欣和苑,三居,3室2厅2卫,4950.0,125.0,39.6,南,链家/个人,整租·万家花园欣和苑 3室2厅 南,https://hz.lianjia.com/zufang/HZ2095089436202106880.html,120.202911,30.285311,小区,22365.0,6111.0,12364.0,9052.0,6111.0,钱江新城,6.111,4,3
杭州,上城区,九堡,郡原相江公寓,两居,2室2厅1卫,4500.0,89.0,50.56,南,链家/个人,整租·郡原相江公寓 2室2厅 南,https://hz.lianjia.com/zufang/HZ2095090718342119424.html,120.285567,30.297823,小区(模糊),30504.0,9451.0,16675.0,14852.0,9451.0,钱江新城,9.451,1,0
杭州,余杭区,闲林,雅居乐国际花园,两居,2室2厅1卫,2100.0,67.0,31.34,北,链家/个人,合租·雅居乐国际花园 2居室 北卧,https://hz.lianjia.com/zufang/HZ2095091865693978624.html,119.980551,30.23093,小区,9913.0,26515.0,32768.0,21636.0,9913.0,未来科技城,9.913,1,1
杭州,滨江区,彩虹城,现代印象广场,一居,1室1厅1卫,3500.0,67.0,52.24,南,链家/个人,整租·现代印象广场 1室1厅 南,https://hz.lianjia.com/zufang/HZ2095093310480711680.html,120.171142,30.185097,小区,31370.0,12663.0,4996.0,9851.0,4996.0,滨江区,4.996,6,2
杭州,富阳区,富春,富春新天地,两居,2室1厅1卫,1300.0,34.7,37.46,北,链家/个人,整租·富春新天地 2室1厅 LOFT 北,https://hz.lianjia.com/zufang/HZ2095095622385270784.html,119.944368,30.053477,板块,31463.0,41439.0,37695.0,42492.0,31463.0,未来科技城,31.463,1,0
杭州,西湖区,学军,求智弄,两居,2室1厅1卫,3500.0,52.81,66.28,南,链家/个人,整租·求智弄 2室1厅 南,https://hz.lianjia.com/zufang/HZ2095095936026935296.html,120.143809,30.282518,小区,16738.0,13206.0,13765.0,5517.0,5517.0,湖滨商圈,5.517,4,3
杭州,萧山区,南部卧城,嘉富广场,一居,1室0厅1卫,2500.0,25.0,100.0,南,链家/个人,合租·嘉富广场 1居室 南卧,https://hz.lianjia.com/zufang/HZ2095098692066344960.html,120.266225,30.14367,小区,51360.0,17916.0,14487.0,21510.0,14487.0,滨江区,14.487,1,1
杭州,滨江区,长河,忆长和府,两居,2室1厅1卫,4800.0,55.0,87.27,南,链家/个人,整租·忆长和府 2室1厅 南,https://hz.lianjia.com/zufang/HZ2095098922354606080.html,120.19053,30.174508,小区(模糊),36562.0,11952.0,5786.0,10583.0,5786.0,滨江区,5.786,0,0
杭州,临平区,临平新城,高速住宅,三居,3室2厅1卫,2800.0,109.0,25.69,南,链家/个人,整租·高速住宅 3室2厅 南,https://hz.lianjia.com/zufang/HZ2095099249984274432.html,120.304089,30.409594,小区,36925.0,22169.0,30975.0,28119.0,22169.0,钱江新城,22.169,6,2
杭州,萧山区,萧山新城区,都市阳光,两居,2室1厅1卫,4000.0,76.8,52.08,南,链家/个人,整租·都市阳光 2室1厅 南,https://hz.lianjia.com/zufang/HZ2095099711970082816.html,120.268388,30.20056,小区,39556.0,10266.0,6387.0,14664.0,6387.0,滨江区,6.387,2,1
杭州,萧山区,南部卧城,新南郡嘉苑,三居,3室1厅1卫,2800.0,95.0,29.47,南,链家,整租·新南郡嘉苑 3室1厅 南,https://hz.lianjia.com/zufang/HZ2095102701288292352.html,120.264263,30.184119,板块,45589.0,10811.0,7665.0,19426.0,7665.0,滨江区,7.665,5,2
